master_project_id,master_project_name,snapshot_id,project_id,project_match_key,budget_year,project_name,agency,agency_group,government_sector,work_category,delivery_status,program_group,location,start_period,start_year,start_disclosed,completion_period,completion_year,completion_disclosed,estimated_total_cost_000,total_cost_disclosed,estimated_expenditure_to_june_000,expenditure_disclosed,annual_allocation_000,allocation_disclosed,source_file,source_page,source_row_top
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",BUD-0068923BF1-2024-25,BUD-0068923BF1,Transport for NSW|heathcote road the avenue to princes highway planning,2024-25,Heathcote Road - The Avenue to Princes Highway (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,4006,True,2500,True,bp3-infrastructure-statement-2024-25.pdf,142,254.602
MASTER-0071,"New England Highway, Singleton Bypass (State and Federal Funded)",BUD-5D97035C08-2026-27,BUD-5D97035C08,Transport for NSW|new england highway singleton bypass state and federal funded,2026-27,"New England Highway, Singleton Bypass (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,New England Corridor,Singleton,n.a.,,False,2026,2026,True,700000,True,568299,True,94609,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,127.80499999999996
MASTER-0072,Tuross Head Intersection,BUD-5F3B10D75B-2024-25,BUD-5F3B10D75B,Transport for NSW|tuross head intersection,2024-25,Tuross Head Intersection,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Tuross Head,n.a.,,False,n.a.,,False,,False,,False,1400,True,bp3-infrastructure-statement-2024-25.pdf,146,456.8278399999999
MASTER-0072,Tuross Head Intersection,BUD-5F3B10D75B-2025-26,BUD-5F3B10D75B,Transport for NSW|tuross head intersection,2025-26,Tuross Head Intersection,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Tuross Head,n.a.,,False,n.a.,,False,,False,,False,1341,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,469.472
MASTER-0072,Tuross Head Intersection,BUD-5F3B10D75B-2026-27,BUD-5F3B10D75B,Transport for NSW|tuross head intersection,2026-27,Tuross Head Intersection,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Tuross Head,n.a.,,False,n.a.,,False,,False,1860,True,1686,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,323.79499999999996
MASTER-0073,Pinch Points and Clearways (State and Federal Funded),BUD-615FC9F19D-2024-25,BUD-615FC9F19D,Transport for NSW|pinch points and clearways state and federal funded,2024-25,Pinch Points and Clearways (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Easing Sydney's Congestion,Various,n.a.,,False,n.a.,,False,,False,583838,True,56115,True,bp3-infrastructure-statement-2024-25.pdf,143,392.172
MASTER-0074,Wallerawang Train Station Reactivation,BUD-628937EF8A-2024-25,BUD-628937EF8A,Transport for NSW|wallerawang train station reactivation,2024-25,Wallerawang Train Station Reactivation,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Wallerawang,n.a.,,False,n.a.,,False,,False,490,True,3460,True,bp3-infrastructure-statement-2024-25.pdf,145,387.372
MASTER-0074,Wallerawang Train Station Reactivation,BUD-628937EF8A-2025-26,BUD-628937EF8A,Transport for NSW|wallerawang train station reactivation,2025-26,Wallerawang Train Station Reactivation,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Wallerawang,n.a.,,False,2026,2026,True,7000,True,1643,True,4805,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,399.13199999999995
MASTER-0075,Mount Ousley Interchange (State and Federal Funded),BUD-642E91727A-2024-25,BUD-642E91727A,Transport for NSW|mount ousley interchange state and federal funded,2024-25,Mount Ousley Interchange (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Mount Ousley,n.a.,,False,2028,2028,True,390000,True,47966,True,70987,True,bp3-infrastructure-statement-2024-25.pdf,145,644.002
MASTER-0075,Mount Ousley Interchange (State and Federal Funded),BUD-642E91727A-2025-26,BUD-642E91727A,Transport for NSW|mount ousley interchange state and federal funded,2025-26,Mount Ousley Interchange (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Mount Ousley,n.a.,,False,2028,2028,True,390000,True,132902,True,80859,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,670.882
MASTER-0075,Mount Ousley Interchange (State and Federal Funded),BUD-642E91727A-2026-27,BUD-642E91727A,Transport for NSW|mount ousley interchange state and federal funded,2026-27,Mount Ousley Interchange (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Mount Ousley,n.a.,,False,2028,2028,True,390000,True,212129,True,68653,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,457.49499999999995
MASTER-0076,Resurface Canterbury Road,BUD-649E2B8DEE-2024-25,BUD-649E2B8DEE,Transport for NSW|resurface canterbury road,2024-25,Resurface Canterbury Road,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Various,n.a.,,False,n.a.,,False,,False,9500,True,2500,True,bp3-infrastructure-statement-2024-25.pdf,147,198.92200000000005
MASTER-0077,Sydney Metro-Western Sydney Airport (State and Federal Funded)(c),BUD-669FBFF62A-2024-25,BUD-669FBFF62A,Sydney Metro|sydney metro western sydney airport state and federal funded,2024-25,Sydney Metro-Western Sydney Airport (State and Federal Funded)(c),Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,St Marys - Bringelly,2018,2018,True,2026,2026,True,,False,5314411,True,2535066,True,bp3-infrastructure-statement-2024-25.pdf,148,334.31199999999995
MASTER-0077,Sydney Metro-Western Sydney Airport (State and Federal Funded)(c),BUD-669FBFF62A-2025-26,BUD-669FBFF62A,Sydney Metro|sydney metro western sydney airport state and federal funded,2025-26,Sydney Metro-Western Sydney Airport (State and Federal Funded)(c),Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,St Marys - Bringelly,2018,2018,True,TBC,,True,,False,7176120,True,2325604,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,159,252.682
MASTER-0077,Sydney Metro-Western Sydney Airport (State and Federal Funded)(c),BUD-669FBFF62A-2026-27,BUD-669FBFF62A,Sydney Metro|sydney metro western sydney airport state and federal funded,2026-27,Sydney Metro-Western Sydney Airport (State and Federal Funded)(c),Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,St Marys - Bringelly,2018,2018,True,TBC,,True,,False,9657006,True,1643014,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,155,393.0549999999999
MASTER-0078,Western Harbour Tunnel,BUD-678784DB1D-2024-25,BUD-678784DB1D,Transport for NSW|western harbour tunnel,2024-25,Western Harbour Tunnel,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Various,n.a.,,False,2029,2029,True,,False,2416518,True,1100179,True,bp3-infrastructure-statement-2024-25.pdf,146,662.242
MASTER-0078,Western Harbour Tunnel,BUD-678784DB1D-2025-26,BUD-678784DB1D,Transport for NSW|western harbour tunnel,2025-26,Western Harbour Tunnel,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Various,n.a.,,False,2029,2029,True,7400000,True,3519614,True,1105175,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,633.682
MASTER-0078,Western Harbour Tunnel,BUD-678784DB1D-2026-27,BUD-678784DB1D,Transport for NSW|western harbour tunnel,2026-27,Western Harbour Tunnel,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Various,n.a.,,False,2029,2029,True,7400000,True,4963897,True,997844,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,461.93499999999995
MASTER-0079,Windsor Road Upgrade at Rouse Hill,BUD-685DFD23F2-2026-27,BUD-685DFD23F2,Transport for NSW|windsor road upgrade at rouse hill state and federal funded,2026-27,Windsor Road Upgrade at Rouse Hill (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Rouse Hill,n.a.,,False,n.a.,,False,,False,3004,True,5806,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,311.43499999999995
MASTER-0080,Rail Service Improvement Program,BUD-688B325B42-2024-25,BUD-688B325B42,Transport Asset Manager/Holding Entity NSW|rail service improvement program,2024-25,Rail Service Improvement Program,Transport Asset Holding Entity of New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2016,2016,True,n.a.,,False,,False,3811684,True,408259,True,bp3-infrastructure-statement-2024-25.pdf,155,242.12199999999996
MASTER-0080,Rail Service Improvement Program,BUD-688B325B42-2025-26,BUD-688B325B42,Transport Asset Manager/Holding Entity NSW|rail service improvement program,2025-26,Rail Service Improvement Program,Transport Asset Manager New South Wales,Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2016,2016,True,n.a.,,False,,False,4124550,True,285132,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,220.28199999999993
MASTER-0080,Rail Service Improvement Program,BUD-688B325B42-2026-27,BUD-688B325B42,Transport Asset Manager/Holding Entity NSW|rail service improvement program,2026-27,Rail Service Improvement Program,Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Various,2016,2016,True,n.a.,,False,,False,4355469,True,279219,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,237.515
MASTER-0081,Community Commitments - Road and Transport,BUD-690F3C380A-2024-25,BUD-690F3C380A,Transport for NSW|community commitments road and transport,2024-25,Community Commitments - Road and Transport,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Election Commitments,Various,n.a.,,False,n.a.,,False,,False,,False,1150,True,bp3-infrastructure-statement-2024-25.pdf,144,554.942
MASTER-0082,Great Western Highway Detour Resilience Work,BUD-6A19BAC2D9-2026-27,BUD-6A19BAC2D9,Transport for NSW|great western highway detour resilience work,2026-27,Great Western Highway Detour Resilience Work,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Great Western Highway and Bells Line of Road,Blue Mountains,n.a.,,False,n.a.,,False,,False,,False,50000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,402.295
MASTER-0083,Mandalong Road Upgrade (State and Federal Funded),BUD-6D566BBA6B-2024-25,BUD-6D566BBA6B,Transport for NSW|mandalong road upgrade state and federal funded,2024-25,Mandalong Road Upgrade (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Morisset,n.a.,,False,n.a.,,False,,False,2612,True,1884,True,bp3-infrastructure-statement-2024-25.pdf,141,636.3219999999999
MASTER-0083,Mandalong Road Upgrade (State and Federal Funded),BUD-6D566BBA6B-2025-26,BUD-6D566BBA6B,Transport for NSW|mandalong road upgrade state and federal funded,2025-26,Mandalong Road Upgrade (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Morisset,n.a.,,False,n.a.,,False,,False,6311,True,2000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,654.3219999999999
MASTER-0083,Mandalong Road Upgrade (State and Federal Funded),BUD-6D566BBA6B-2026-27,BUD-6D566BBA6B,Transport for NSW|mandalong road upgrade state and federal funded,2026-27,Mandalong Road Upgrade (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Morisset,n.a.,,False,n.a.,,False,,False,12700,True,11019,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,574.165
MASTER-0084,Narooma Bridge (Planning) (State and Federal Funded),BUD-6E640330C0-2024-25,BUD-6E640330C0,Transport for NSW|narooma bridge planning state and federal funded,2024-25,Narooma Bridge - Planning (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Narooma,n.a.,,False,n.a.,,False,,False,2200,True,2400,True,bp3-infrastructure-statement-2024-25.pdf,145,706.9119999999999
MASTER-0084,Narooma Bridge (Planning) (State and Federal Funded),BUD-6E640330C0-2025-26,BUD-6E640330C0,Transport for NSW|narooma bridge planning state and federal funded,2025-26,Narooma Bridge (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Narooma,n.a.,,False,n.a.,,False,,False,1011,True,1500,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,733.7919999999999
MASTER-0085,Mulgoa Road Stage 1 - Blaikie Road to M4 Motorway (State and Federal Funded)(c),BUD-6F2F434C09-2024-25,BUD-6F2F434C09,Transport for NSW|mulgoa road stage 1 blaikie road to m4 motorway state and federal funded,2024-25,Mulgoa Road Stage 1 - Blaikie Road to M4 Motorway (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Jamisontown,n.a.,,False,2026,2026,True,409706,True,280611,True,56850,True,bp3-infrastructure-statement-2024-25.pdf,142,579.662
MASTER-0085,Mulgoa Road Stage 1 - Blaikie Road to M4 Motorway (State and Federal Funded)(c),BUD-6F2F434C09-2025-26,BUD-6F2F434C09,Transport for NSW|mulgoa road stage 1 blaikie road to m4 motorway state and federal funded,2025-26,Mulgoa Road Stage 1 - Blaikie Road to M4 Motorway (State and Federal Funded)(c),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Jamisontown,n.a.,,False,2026,2026,True,218420,True,159612,True,45163,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,733.7919999999999
MASTER-0086,Coffs Harbour Bypass (State and Federal Funded),BUD-6F639863F3-2024-25,BUD-6F639863F3,Transport for NSW|coffs harbour bypass state and federal funded,2024-25,Coffs Harbour Bypass (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Pacific Corridor,Coffs Harbour,n.a.,,False,2026,2026,True,2200000,True,1096940,True,412004,True,bp3-infrastructure-statement-2024-25.pdf,145,554.942
MASTER-0086,Coffs Harbour Bypass (State and Federal Funded),BUD-6F639863F3-2025-26,BUD-6F639863F3,Transport for NSW|coffs harbour bypass state and federal funded,2025-26,Coffs Harbour Bypass (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Pacific Corridor,Coffs Harbour,n.a.,,False,2026,2026,True,2200000,True,1548525,True,317165,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,579.422
MASTER-0086,Coffs Harbour Bypass (State and Federal Funded),BUD-6F639863F3-2026-27,BUD-6F639863F3,Transport for NSW|coffs harbour bypass state and federal funded,2026-27,Coffs Harbour Bypass (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Pacific Corridor,Coffs Harbour,n.a.,,False,2026,2026,True,2200000,True,1954997,True,207613,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,366.1549999999999
MASTER-0087,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",BUD-711DBFA778-2024-25,BUD-711DBFA778,Transport for NSW|mona vale road mccarrs creek road to powder works road,2024-25,"Mona Vale Road, McCarrs Creek Road To Powder Works Road",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,24892,True,5510,True,bp3-infrastructure-statement-2024-25.pdf,142,542.942
MASTER-0088,Return Freshwater Class Ferries to Circular Quay-Manly,BUD-72C4A32358-2025-26,BUD-72C4A32358,Sydney Ferries|return freshwater class ferries to circular quay manly,2025-26,Return Freshwater Class Ferries to Circular Quay-Manly,Sydney Ferries,Sydney Ferries,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,37400,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,168,589.262
MASTER-0088,Return Freshwater Class Ferries to Circular Quay-Manly,BUD-72C4A32358-2026-27,BUD-72C4A32358,Sydney Ferries|return freshwater class ferries to circular quay manly,2026-27,Return Freshwater Class Ferries to Circular Quay-Manly,Sydney Ferries,Sydney Ferries,public_non_financial_corporation,Major Works,Works in Progress,,Various,n.a.,,False,n.a.,,False,,False,,False,18844,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,584.2449999999999
MASTER-0089,Garfield Road East (State and Federal Funded)(c),BUD-72D6664ACC-2025-26,BUD-72D6664ACC,Transport for NSW|garfield road east state and federal funded,2025-26,Garfield Road East (State and Federal Funded)(d),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Riverstone,n.a.,,False,n.a.,,False,,False,9825,True,9350,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,408.732
